掲載日,書名,著者名,価格,当月合計冊数,出版社名
2022/11/15,落とせないお嬢様は復讐一筋（19）犬猿の仲,[著]iCiyuan,50,3,[発行]軽漫文化
2022/11/22,落とせないお嬢様は復讐一筋（20）医者議論,[著]iCiyuan,30,1,[発行]軽漫文化
2022/11/22,落とせないお嬢様は復讐一筋（20）医者議論,[著]iCiyuan,50,3,[発行]軽漫文化
2022/11/29,落とせないお嬢様は復讐一筋（21）胸算用が外れる,[著]iCiyuan,30,1,[発行]軽漫文化
2022/11/29,落とせないお嬢様は復讐一筋（21）胸算用が外れる,[著]iCiyuan,50,3,[発行]軽漫文化
2022/12/06,落とせないお嬢様は復讐一筋（22）予想外,[著]iCiyuan,30,1,[発行]軽漫文化
2022/12/06,落とせないお嬢様は復讐一筋（22）予想外,[著]iCiyuan,50,3,[発行]軽漫文化
2022/12/13,落とせないお嬢様は復讐一筋（23）大奥様の褒美,[著]iCiyuan,30,1,[発行]軽漫文化
2022/12/13,落とせないお嬢様は復讐一筋（23）大奥様の褒美,[著]iCiyuan,50,3,[発行]軽漫文化
2022/12/20,落とせないお嬢様は復讐一筋（24）ビクビクする訪問,[著]iCiyuan,30,1,[発行]軽漫文化
2022/12/20,落とせないお嬢様は復讐一筋（24）ビクビクする訪問,[著]iCiyuan,50,3,[発行]軽漫文化
2022/12/27,落とせないお嬢様は復讐一筋（25）この変態なにをする気？,[著]iCiyuan,30,1,[発行]軽漫文化
2022/12/27,落とせないお嬢様は復讐一筋（25）この変態なにをする気？,[著]iCiyuan,50,3,[発行]軽漫文化
2023/01/03,落とせないお嬢様は復讐一筋（26）俺の女になるか,[著]iCiyuan,30,1,[発行]軽漫文化
2023/01/03,落とせないお嬢様は復讐一筋（26）俺の女になるか,[著]iCiyuan,50,3,[発行]軽漫文化
2023/01/10,落とせないお嬢様は復讐一筋（27）薬屋のお手伝いさん,[著]iCiyuan,30,1,[発行]軽漫文化
2023/01/10,落とせないお嬢様は復讐一筋（27）薬屋のお手伝いさん,[著]iCiyuan,50,3,[発行]軽漫文化
2023/01/17,落とせないお嬢様は復讐一筋（28）只より高い物はない,[著]iCiyuan,30,1,[発行]軽漫文化
2023/01/17,落とせないお嬢様は復讐一筋（28）只より高い物はない,[著]iCiyuan,50,3,[発行]軽漫文化
2023/01/24,落とせないお嬢様は復讐一筋（29）硝煙のない戦,[著]iCiyuan,30,1,[発行]軽漫文化
2023/01/24,落とせないお嬢様は復讐一筋（29）硝煙のない戦,[著]iCiyuan,50,3,[発行]軽漫文化
2023/01/31,落とせないお嬢様は復讐一筋（30）自業自得,[著]iCiyuan,30,1,[発行]軽漫文化
2023/01/31,落とせないお嬢様は復讐一筋（30）自業自得,[著]iCiyuan,50,3,[発行]軽漫文化
2023/02/07,落とせないお嬢様は復讐一筋（31）司律,[著]iCiyuan,30,1,[発行]軽漫文化
2023/02/07,落とせないお嬢様は復讐一筋（31）司律,[著]iCiyuan,50,3,[発行]軽漫文化
2023/02/14,落とせないお嬢様は復讐一筋（32）カメラ,[著]iCiyuan,30,1,[発行]軽漫文化
2023/02/14,落とせないお嬢様は復讐一筋（32）カメラ,[著]iCiyuan,50,3,[発行]軽漫文化
2023/02/21,落とせないお嬢様は復讐一筋（33）取引条件,[著]iCiyuan,30,1,[発行]軽漫文化
2023/02/21,落とせないお嬢様は復讐一筋（33）取引条件,[著]iCiyuan,50,3,[発行]軽漫文化
2023/02/28,落とせないお嬢様は復讐一筋（34）千雪の算段,[著]iCiyuan,30,1,[発行]軽漫文化
2023/02/28,落とせないお嬢様は復讐一筋（34）千雪の算段,[著]iCiyuan,50,3,[発行]軽漫文化
2023/03/07,落とせないお嬢様は復讐一筋（35）顧家の長男,[著]iCiyuan,30,1,[発行]軽漫文化
2023/03/07,落とせないお嬢様は復讐一筋（35）顧家の長男,[著]iCiyuan,50,2,[発行]軽漫文化
2023/03/14,落とせないお嬢様は復讐一筋（36）舞踏会の嵐,[著]iCiyuan,30,1,[発行]軽漫文化
2023/03/14,落とせないお嬢様は復讐一筋（36）舞踏会の嵐,[著]iCiyuan,50,2,[発行]軽漫文化
2023/03/21,落とせないお嬢様は復讐一筋（37）暗殺,[著]iCiyuan,30,1,[発行]軽漫文化
2023/03/21,落とせないお嬢様は復讐一筋（37）暗殺,[著]iCiyuan,50,2,[発行]軽漫文化
2023/03/28,落とせないお嬢様は復讐一筋（38）逆転,[著]iCiyuan,30,1,[発行]軽漫文化
2023/03/28,落とせないお嬢様は復讐一筋（38）逆転,[著]iCiyuan,50,2,[発行]軽漫文化
2023/04/04,落とせないお嬢様は復讐一筋（39）司祐真の優しさ,[著]iCiyuan,30,1,[発行]軽漫文化
2023/04/04,落とせないお嬢様は復讐一筋（39）司祐真の優しさ,[著]iCiyuan,50,2,[発行]軽漫文化
2023/04/11,落とせないお嬢様は復讐一筋（40）双子、決裂,[著]iCiyuan,30,1,[発行]軽漫文化
2023/04/11,落とせないお嬢様は復讐一筋（40）双子、決裂,[著]iCiyuan,50,2,[発行]軽漫文化
2023/04/18,落とせないお嬢様は復讐一筋（41）司家宴会,[著]iCiyuan,30,1,[発行]軽漫文化
2023/04/18,落とせないお嬢様は復讐一筋（41）司家宴会,[著]iCiyuan,50,2,[発行]軽漫文化
2023/04/25,落とせないお嬢様は復讐一筋（42）すれ違い,[著]iCiyuan,30,1,[発行]軽漫文化
2023/04/25,落とせないお嬢様は復讐一筋（42）すれ違い,[著]iCiyuan,50,2,[発行]軽漫文化
2023/05/02,落とせないお嬢様は復讐一筋（43）問診,[著]iCiyuan,30,1,[発行]軽漫文化
2023/05/02,落とせないお嬢様は復讐一筋（43）問診,[著]iCiyuan,50,2,[発行]軽漫文化
2023/05/09,落とせないお嬢様は復讐一筋（44）ヤブ医者,[著]iCiyuan,30,1,[発行]軽漫文化
2023/05/09,落とせないお嬢様は復讐一筋（44）ヤブ医者,[著]iCiyuan,50,2,[発行]軽漫文化
2023/05/16,落とせないお嬢様は復讐一筋（45）病状好転,[著]iCiyuan,30,1,[発行]軽漫文化
2023/05/16,落とせないお嬢様は復讐一筋（45）病状好転,[著]iCiyuan,50,2,[発行]軽漫文化
2023/05/23,落とせないお嬢様は復讐一筋（46）馬脚を露わす,[著]iCiyuan,30,1,[発行]軽漫文化
2023/05/23,落とせないお嬢様は復讐一筋（46）馬脚を露わす,[著]iCiyuan,50,2,[発行]軽漫文化
2023/05/30,落とせないお嬢様は復讐一筋（47）明水来訪,[著]iCiyuan,30,1,[発行]軽漫文化
2023/05/30,落とせないお嬢様は復讐一筋（47）明水来訪,[著]iCiyuan,50,2,[発行]軽漫文化
2023/06/06,落とせないお嬢様は復讐一筋（48）林家の養女,[著]iCiyuan,30,1,[発行]軽漫文化
2023/06/06,落とせないお嬢様は復讐一筋（48）林家の養女,[著]iCiyuan,50,2,[発行]軽漫文化
2023/06/13,落とせないお嬢様は復讐一筋（49）入学プレゼント,[著]iCiyuan,30,1,[発行]軽漫文化
2023/06/13,落とせないお嬢様は復讐一筋（49）入学プレゼント,[著]iCiyuan,50,2,[発行]軽漫文化
2023/06/20,落とせないお嬢様は復讐一筋（50）離間,[著]iCiyuan,30,1,[発行]軽漫文化
2023/06/20,落とせないお嬢様は復讐一筋（50）離間,[著]iCiyuan,50,2,[発行]軽漫文化
2023/06/27,落とせないお嬢様は復讐一筋（51）恥,[著]iCiyuan,30,1,[発行]軽漫文化
2023/06/27,落とせないお嬢様は復讐一筋（51）恥,[著]iCiyuan,50,2,[発行]軽漫文化
2023/07/04,落とせないお嬢様は復讐一筋（52）罰,[著]iCiyuan,30,1,[発行]軽漫文化
2023/07/04,落とせないお嬢様は復讐一筋（52）罰,[著]iCiyuan,50,2,[発行]軽漫文化
2023/07/11,落とせないお嬢様は復讐一筋（53）偶然の出会い,[著]iCiyuan,30,1,[発行]軽漫文化
2023/07/11,落とせないお嬢様は復讐一筋（53）偶然の出会い,[著]iCiyuan,50,2,[発行]軽漫文化
2023/07/18,落とせないお嬢様は復讐一筋（54）嫉妬の炎,[著]iCiyuan,30,1,[発行]軽漫文化
2023/07/18,落とせないお嬢様は復讐一筋（54）嫉妬の炎,[著]iCiyuan,50,2,[発行]軽漫文化
2023/07/25,落とせないお嬢様は復讐一筋（55）好きとは,[著]iCiyuan,30,1,[発行]軽漫文化
2023/07/25,落とせないお嬢様は復讐一筋（55）好きとは,[著]iCiyuan,50,3,[発行]軽漫文化
2023/08/01,落とせないお嬢様は復讐一筋（56）第四側室,[著]iCiyuan,30,8,[発行]軽漫文化
2023/08/01,落とせないお嬢様は復讐一筋（56）第四側室,[著]iCiyuan,50,15,[発行]軽漫文化
2023/08/08,落とせないお嬢様は復讐一筋（57）霞の企み,[著]iCiyuan,30,7,[発行]軽漫文化
2023/08/08,落とせないお嬢様は復讐一筋（57）霞の企み,[著]iCiyuan,50,14,[発行]軽漫文化
2023/08/15,落とせないお嬢様は復讐一筋（58）明水のけが,[著]iCiyuan,30,9,[発行]軽漫文化
2023/08/15,落とせないお嬢様は復讐一筋（58）明水のけが,[著]iCiyuan,50,12,[発行]軽漫文化
2023/08/22,落とせないお嬢様は復讐一筋（59）学校の庇い,[著]iCiyuan,30,11,[発行]軽漫文化
2023/08/22,落とせないお嬢様は復讐一筋（59）学校の庇い,[著]iCiyuan,50,11,[発行]軽漫文化
2023/08/29,落とせないお嬢様は復讐一筋（60）漏洩事件,[著]iCiyuan,30,4,[発行]軽漫文化
2023/08/29,落とせないお嬢様は復讐一筋（60）漏洩事件,[著]iCiyuan,50,11,[発行]軽漫文化
2023/02/14,【タテコミ】その魔女を放せ（176）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/02/14,【タテコミ】その魔女を放せ（176）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/02/21,【タテコミ】その魔女を放せ（177）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/02/21,【タテコミ】その魔女を放せ（177）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/02/28,【タテコミ】その魔女を放せ（178）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/02/28,【タテコミ】その魔女を放せ（178）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/03/07,【タテコミ】その魔女を放せ（179）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/03/07,【タテコミ】その魔女を放せ（179）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/03/14,【タテコミ】その魔女を放せ（180）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/03/14,【タテコミ】その魔女を放せ（180）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/03/21,【タテコミ】その魔女を放せ（181）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/03/21,【タテコミ】その魔女を放せ（181）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/03/28,【タテコミ】その魔女を放せ（182）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/03/28,【タテコミ】その魔女を放せ（182）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/04/04,【タテコミ】その魔女を放せ（183）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/04/04,【タテコミ】その魔女を放せ（183）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/04/11,【タテコミ】その魔女を放せ（184）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/04/11,【タテコミ】その魔女を放せ（184）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/04/18,【タテコミ】その魔女を放せ（185）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/04/18,【タテコミ】その魔女を放せ（185）【フルカラー】,[著]二目,60,4,[発行]閲文漫画
2023/04/25,【タテコミ】その魔女を放せ（186）【フルカラー】,[著]二目,30,9,[発行]閲文漫画
2023/04/25,【タテコミ】その魔女を放せ（186）【フルカラー】,[著]二目,60,5,[発行]閲文漫画
2023/05/02,【タテコミ】その魔女を放せ（187）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/05/02,【タテコミ】その魔女を放せ（187）【フルカラー】,[著]二目,60,5,[発行]閲文漫画
2023/05/09,【タテコミ】その魔女を放せ（188）【フルカラー】,[著]二目,30,11,[発行]閲文漫画
2023/05/09,【タテコミ】その魔女を放せ（188）【フルカラー】,[著]二目,60,7,[発行]閲文漫画
2023/05/16,【タテコミ】その魔女を放せ（189）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/05/16,【タテコミ】その魔女を放せ（189）【フルカラー】,[著]二目,60,8,[発行]閲文漫画
2023/05/23,【タテコミ】その魔女を放せ（190）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/05/23,【タテコミ】その魔女を放せ（190）【フルカラー】,[著]二目,60,9,[発行]閲文漫画
2023/05/30,【タテコミ】その魔女を放せ（191）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/05/30,【タテコミ】その魔女を放せ（191）【フルカラー】,[著]二目,60,9,[発行]閲文漫画
2023/06/06,【タテコミ】その魔女を放せ（192）【フルカラー】,[著]二目,30,10,[発行]閲文漫画
2023/06/06,【タテコミ】その魔女を放せ（192）【フルカラー】,[著]二目,60,9,[発行]閲文漫画
2023/06/13,【タテコミ】その魔女を放せ（193）【フルカラー】,[著]二目,30,11,[発行]閲文漫画
2023/06/13,【タテコミ】その魔女を放せ（193）【フルカラー】,[著]二目,60,9,[発行]閲文漫画
2023/06/20,【タテコミ】その魔女を放せ（194）【フルカラー】,[著]二目,30,13,[発行]閲文漫画
2023/06/20,【タテコミ】その魔女を放せ（194）【フルカラー】,[著]二目,60,11,[発行]閲文漫画
2023/06/27,【タテコミ】その魔女を放せ（195）【フルカラー】,[著]二目,30,14,[発行]閲文漫画
2023/06/27,【タテコミ】その魔女を放せ（195）【フルカラー】,[著]二目,60,10,[発行]閲文漫画
2023/07/04,【タテコミ】その魔女を放せ（196）【フルカラー】,[著]二目,30,16,[発行]閲文漫画
2023/07/04,【タテコミ】その魔女を放せ（196）【フルカラー】,[著]二目,60,12,[発行]閲文漫画
2023/07/11,【タテコミ】その魔女を放せ（197）【フルカラー】,[著]二目,30,16,[発行]閲文漫画
2023/07/11,【タテコミ】その魔女を放せ（197）【フルカラー】,[著]二目,60,14,[発行]閲文漫画
2023/07/18,【タテコミ】その魔女を放せ（198）【フルカラー】,[著]二目,30,20,[発行]閲文漫画
2023/07/18,【タテコミ】その魔女を放せ（198）【フルカラー】,[著]二目,60,15,[発行]閲文漫画
2023/07/25,【タテコミ】その魔女を放せ（199）【フルカラー】,[著]二目,30,20,[発行]閲文漫画
2023/07/25,【タテコミ】その魔女を放せ（199）【フルカラー】,[著]二目,60,26,[発行]閲文漫画
2023/08/01,【タテコミ】その魔女を放せ（200）【フルカラー】,[著]二目,30,83,[発行]閲文漫画
2023/08/01,【タテコミ】その魔女を放せ（200）【フルカラー】,[著]二目,60,185,[発行]閲文漫画
2023/08/08,【タテコミ】その魔女を放せ（201）【フルカラー】,[著]二目,30,81,[発行]閲文漫画
2023/08/08,【タテコミ】その魔女を放せ（201）【フルカラー】,[著]二目,60,181,[発行]閲文漫画
2023/08/15,【タテコミ】その魔女を放せ（202）【フルカラー】,[著]二目,30,79,[発行]閲文漫画
2023/08/15,【タテコミ】その魔女を放せ（202）【フルカラー】,[著]二目,60,174,[発行]閲文漫画
2023/08/22,【タテコミ】その魔女を放せ（203）【フルカラー】,[著]二目,30,76,[発行]閲文漫画
2023/08/22,【タテコミ】その魔女を放せ（203）【フルカラー】,[著]二目,60,166,[発行]閲文漫画
2023/08/29,【タテコミ】その魔女を放せ（204）【フルカラー】,[著]二目,30,65,[発行]閲文漫画
2023/08/29,【タテコミ】その魔女を放せ（204）【フルカラー】,[著]二目,60,146,[発行]閲文漫画
